aba: 阿爸
budi: 不低、不敌
budie: 不迭
budong: 不懂、不动
budu: 不独
buduan: 不端、不断
budui: 不对、部队
buduo: 不多
bufan: 不凡、不犯
bufang: 不妨
bufei: 不菲
bufen: 不分、不忿、部分、部份
bufu: 不符、不服、不复
bugai: 不该
bugan: 不干、不甘、不敢
bugong: 不公
bugou: 不苟、不够
bugu: 不顾、布谷
buguan: 不关、不管
buguang: 不光
bugui: 不轨
buhan: 不含
buhao: 不好
buhe: 不和、不合
buhen: 不很、不恨
buhuan: 不还
buhui: 不回、不会、不讳
buji: 不及、不急、不计、不洁、不羁、部级
bujian: 不见、部件
bujiang: 不讲
bujie: 不解、不借
bujin: 不仅、不进、不禁、不尽
bujing: 不经、不敬、不静、布景
buju: 不拘、不具、布局
bujuan: 不倦
bujue: 不觉、不绝
bukan: 不堪、不看
buken: 不肯
bukui: 不愧
bulai: 不赖、不来
buli: 不利、不力、不理
buliang: 不良
buliao: 不料、布料
bulin: 不吝
buliu: 不留
bulu: 不露
bulun: 不论
buman: 不满、布满
bumang: 不忙
bumian: 不免、布面
bumiao: 不妙
buming: 不明
bumou: 不谋
bunan: 不难
buneng: 不能
bupa: 不怕
bupei: 不配
buping: 不平
buqiao: 不巧
buqing: 不清
buqiu: 不求
buqu: 不屈、不去
buran: 不然
burang: 不让
buren: 不仁、不忍、不认
buri: 不日
burong: 不容
bushan: 不擅、不善
bushao: 不少
bushe: 不舍
busheng: 不胜
bushou: 不受、部首
bushu: 不熟、部署、部属
bushuai: 不衰
bushuang: 不爽
bushuo: 不说
busuan: 不算
busui: 不遂
butan: 不谈
buti: 不提
buting: 不听、不停
butong: 不通、不同
butu: 不图
butuo: 不妥
buwai: 不外
buwang: 不忘
buwei: 不惟、不为、不畏、不谓、部委、部位
buwen: 不稳、不问
buwu: 不无
buxia: 不暇、不下、部下
buxian: 不限、布线
buxiang: 不相、不详、不想、不像、不象
buxiao: 不消、不小、不孝、不肖
buxin: 不信
buxing: 不兴、不行、不幸、步行
buxiu: 不休、不朽
buxu: 不需、不许、不恤
buxun: 不逊
buyan: 不严、不厌
buying: 不应
buyong: 不用
buyou: 不由、部优
buyuan: 不远、不愿
buyue: 不悦
buyun: 不允
buzai: 不再、不在
buceng: 不曾
buzhen: 不振
buzhi: 不支、不知、不值、不止、不只、不致、不置、布置
buzhong: 不中
buzhou: 不周
buzhun: 不准
buning: 不佞、不宁
buzi: 不赀、簿子、步子
cabei: 擦背
cachu: 擦除
cade: 擦得
cadiao: 擦掉
cagan: 擦干
caguo: 擦过
caliang: 擦亮
cale: 擦了
capi: 擦皮
caqu: 擦去
cashen: 擦身
cashi: 擦拭
caxi: 擦洗
caibing: 裁并
caiding: 裁定
caiduo: 裁夺
caifeng: 裁缝、采风
caijian: 裁剪、裁减
caijue: 裁决、采掘
caijun: 裁军
caipan: 裁判
caiqie: 裁切
caiyi: 裁衣、才艺、猜疑
caiyuan: 裁员、财源、菜园
cailiao: 材料
caizhi: 材质、才智、裁制
caibei: 才被
caicong: 才从
caidao: 才到、踩到、菜刀
caidui: 才对
caigan: 才干
caigang: 才刚
caihao: 才好、彩号
caihua: 才华、菜花
caihui: 才会、财会、彩绘
caijiang: 才将
caike: 才可
caiken: 才肯
cailve: 才略
caineng: 才能
caiqi: 才气、财气、彩旗
caishi: 才识、才使、才是、财势、菜市
caixiang: 才向、猜想
caixue: 才学
caiyou: 才有、采油、菜油
caibao: 财宝
caichan: 财产
caifu: 财富
caijing: 财经
caili: 财力、财礼、彩礼
caimao: 财贸
caiquan: 财权、猜拳
caishen: 财神
caishui: 财税、踩水
caituan: 财团
caiwu: 财物、财务
caiyun: 财运、彩云
caizheng: 财政
caizhu: 财主
caishang: 踩上
caizai: 踩在
caiban: 采办
caibian: 采编
caide: 采得
caifa: 采伐
caifang: 采访
caigou: 采购
caiguang: 采光
caihuo: 采获
caiji: 采集
caikuang: 采矿
caile: 采了
caimei: 采煤
caimi: 采蜜、猜谜
caina: 采纳
cainuan: 采暖
caiqu: 采取
caishou: 采收
caixie: 采写、采血、采撷
caiyang: 采样
caiyong: 采用
caizhai: 采摘
caichou: 彩绸
caidai: 彩带
caideng: 彩灯
caidian: 彩电
caihong: 彩虹
caikuo: 彩扩
caipai: 彩排
caipiao: 彩票
caise: 彩色
caitao: 彩陶
caitou: 彩头
caixia: 彩霞
caixian: 彩显
caiyin: 彩印
caizhao: 彩照
caichang: 菜场
caidan: 菜单
caidi: 菜地
caigeng: 菜梗
caijia: 菜价
caijin: 菜金
cainong: 菜农
caipu: 菜谱
caixin: 菜心
caiye: 菜叶
caizi: 菜子、才子
caiyao: 菜肴
canguan: 餐馆、参观
canjin: 餐巾
canju: 餐具、残局、惨剧
canting: 餐厅
canzhuo: 餐桌、参酌
canbai: 参拜、残败、惨白、惨败
canban: 参半
cancha: 参差
canjia: 参加
canjian: 参见
canjun: 参军
cankao: 参考
canliang: 参量
canmou: 参谋
canrong: 参茸
cansai: 参赛
canshu: 参数
cantian: 参天
canyi: 参议
canyu: 参与、参预、残余
canyue: 参阅、残月
canzan: 参赞
canzhan: 参展、参战
canzhao: 参照
canzheng: 参政
candou: 蚕豆
canchong: 蚕茧
cannong: 蚕农
cansang: 蚕桑
canshi: 蚕食
cansi: 蚕丝
cancu: 蚕蔟
canbao: 残暴
canben: 残本
canbu: 残部
canchuan: 残喘
canci: 残次
cancun: 残存
candu: 残毒、惨毒
canfei: 残匪、残废、餐费
canhai: 残骸、残害
canji: 残疾
canku: 残酷
canlian: 残联
canliu: 残留
cannian: 残年
cannue: 残虐
canpo: 残破
canque: 残缺
canren: 残忍
cansha: 残杀
cansun: 残损
canxue: 残雪
canyang: 残阳
canzhi: 残肢
cangbai: 苍白
cangcang: 苍苍
cangcui: 苍翠
cangjing: 苍劲
canglao: 苍老
cangliang: 苍凉
canglong: 苍龙
cangmang: 苍茫、苍莽
cangshan: 苍山
cangsheng: 苍生
cangtian: 苍天
cangying: 苍蝇
cangqiong: 苍穹
cangkou: 舱口
cangnei: 舱内
cangwei: 舱位
canghai: 沧海
cangsang: 沧桑
cangzhou: 沧州
cangbao: 藏胞
cangfu: 藏富
cang*: 藏*
canglan: 藏蓝
cangli: 藏历
cangmin: 藏民
cangni: 藏匿
cangpin: 藏品
cangqing: 藏青
cangshen: 藏身
cangshu: 藏书
cangwen: 藏文
cangxi: 藏戏
cangyi: 藏医
cangyu: 藏语
cangzai: 藏在
cangzu: 藏族
caoban: 操办
caochang: 操场、草场
caochi: 操持
caodao: 操刀
caolao: 操劳
caolian: 操练
caoqi: 操起
caoxin: 操心
caoxing: 操行
caoyan: 操演
caozong: 操纵
caozuo: 操作
caofang: 槽坊
caogang: 槽钢
caonei: 槽内
caoan: 草案
caobao: 草包
caoben: 草本
caobian: 草编
caocao: 草草
caocheng: 草成
caocong: 草丛
caodi: 草地
caodui: 草堆
caogao: 草稿、槽糕
caojie: 草芥
caokou: 草寇
caoliao: 草料
caolv: 草率、草绿
caomang: 草莽
caomao: 草帽
caomu: 草木
caoni: 草拟
caopi: 草皮
caoping: 草坪
caoqian: 草签
caoren: 草人
caosheng: 草绳
caotan: 草滩
caoti: 草体
caotu: 草图
caowu: 草屋
caoxie: 草鞋
caoyao: 草药
caoyu: 草鱼
caoyuan: 草原
caoyue: 草约
caozhi: 草纸
caomei: 草莓
cedong: 策动
cefan: 策反
cehua: 策划
celve: 策略
ceying: 策应
cefeng: 册封
cezi: 册子
cechu: 测出
cedao: 测到
cede: 测得
ceding: 测定
cehui: 测绘
ceju: 测距
cekong: 测控
celiang: 测量
ceping: 测评
ceshi: 测试
cesuan: 测算
cetan: 测探
ceyan: 测验
cengci: 层次
cengdie: 层叠
cengji: 层级
cengmian: 层面
cengshu: 层数
chabo: 插播
chachuang: 插床
chahua: 插花、插画、插话、茶花
chajin: 插紧、插进、查禁
chakou: 插口
chalu: 插录、茶炉、岔路
chaqu: 插曲
charu: 插入
chashang: 插上
chashou: 插手、查收
chatou: 插头
chatu: 插图
chaxiao: 插销
chayang: 插秧
chaye: 插页、茶叶、查夜
chazu: 插足
chazui: 插嘴
chazuo: 插座
chikou: 茬口
chabei: 茶杯
chadao: 茶道
chadian: 茶点、查点、差点
chaguan: 茶馆
chahu: 茶壶
chaji: 茶几、查缉
chajing: 茶晶、差劲
chaju: 茶具、差距
chalou: 茶楼
chanong: 茶农
chapan: 茶盘
chaqing: 茶青、查清
chase: 茶色
chashi: 茶室、查实、差使、差事
chashu: 茶树
chashui: 茶水、查税
chayuan: 茶园
chaban: 查办、插班
chachao: 查抄
chachu: 查出、查处
chadui: 查对、插队
chafang: 查访、察访、茶房
chafeng: 查封
chagang: 查岗
chaguo: 查过
chahe: 查核
chahuo: 查获
chajian: 查检
chajiu: 查究
chakan: 查勘、查看、察看
chakao: 查考
chaku: 查库
chaming: 查明
chapu: 查铺
chashao: 查哨
chawen: 查问
chawu: 查无
chaxun: 查询、查寻
chayan: 查验、察验
chayue: 查阅
chazhang: 查帐
chazhao: 查找、查照
chazheng: 查证
chazi: 查字、岔子
chajue: 察觉
charan: 诧然
chayi: 诧异、差异
chae: 诧愕、差额
chaicheng: 拆成
chaichu: 拆除
chaichuan: 拆穿
chaifang: 拆房
chaifen: 拆分
chaiguo: 拆过
chaihui: 拆毁
chaihuo: 拆伙、柴火
chaijie: 拆借
chaikai: 拆开
chailing: 拆零
chaimai: 拆卖
chaiqian: 拆迁
chaiqu: 拆去
chaisan: 拆散
chaitai: 拆台
chaixi: 拆洗
chaixia: 拆下
chaixie: 拆卸
chaizhang: 拆帐
chaizi: 拆字
chaigou: 豺狗
chailang: 豺狼
chanfu: 搀扶、产妇
chanhe: 搀和
chanjia: 搀假、掺假、产假
chanza: 搀杂、掺杂
chanlian: 蝉联
chanyi: 蝉衣
chanhai: 谗害、谄害
chanyan: 谗言
channing: 谗佞
chanchu: 铲除、产出
chandao: 铲刀
chanxia: 铲下
chanzi: 铲子
chanming: 阐明
chanshu: 阐述
changji: 昌吉、场记、长机、长畸、唱机
changlong: 昌隆、长龙
changming: 昌明、偿命
changsheng: 昌盛、长绳、唱声
changchang: 场长、长长、厂长、常常
changci: 场次、长辞、唱词
changdi: 场地、长堤、长笛
changguan: 场馆、长官
changhe: 场合、长河
changjing: 场景
changmian: 场面、长眠
changnei: 场内、厂内
changsuo: 场所
changtou: 场头
changwai: 场外、厂外
changzhan: 场站
changzi: 场子、长子、肠子、厂子
changan: 长安
changbei: 长辈、常备
changbie: 长别
changbo: 长波
changcheng: 长城、长成
changchong: 长虫
changchu: 长出、长处、唱出
changchuan: 长川
changchun: 长春
changda: 长达、长大、畅达
changde: 长得、唱得、常德
changdu: 长度
changduan: 长短、唱段
changdui: 长队
changgan: 长杆
changgao: 长高
changgeng: 长庚
changgong: 长工
changgu: 长鼓
changhao: 长号
changjiang: 长江
changjie: 长街
changjin: 长进
changjiu: 长久
changjuan: 长卷
changkong: 长空
changlang: 长廊
changlao: 长老
changle: 长了
changman: 长满
changmao: 长矛
changnian: 长年、常年
changnv: 长女
changpao: 长袍、长跑
changpian: 长篇、唱片
changqi: 长期、唱起
changqiang: 长枪、唱腔
changsha: 长沙
changshan: 长衫
changshi: 长逝、长势、尝试、常识、常事、厂史
changshou: 长寿
changsun: 长孙
changtan: 长谈、长叹、畅谈
changtian: 长天
changting: 长亭
changtu: 长途
changwu: 长物、常务
changxian: 长线
changxiang: 长相、畅想
changye: 长夜
changyuan: 长远、场院
changzhe: 长者
changzheng: 长征
changzhao: 长着
changzu: 长足
changdao: 肠道、倡导
changwei: 肠胃、常委
changyan: 肠炎
changyi: 肠衣、厂医、倡议
changbu: 厂部
changfang: 厂方、厂房、长方
changjia: 厂家
changkuang: 厂矿、猖狂
changli: 厂里
changqu: 厂区、长驱
changshang: 厂商
changzhi: 厂址
changkuai: 畅快
changtong: 畅通
changxiao: 畅销
changxu: 畅叙
changyin: 畅饮
changyou: 畅游、常有
changge: 唱歌
changpan: 唱盘
changpiao: 唱票
changxi: 唱戏
changzhen: 唱针
chaobo: 超薄
chaochan: 超产
chaochang: 超常、超长
chaoche: 超车
chaochu: 超出
chaodeng: 超等
chaoe: 超额
chaofan: 超凡
chaogao: 超高
chaoguo: 超过
chaoji: 超级
chaojia: 超假、吵架
chaokuan: 超宽
chaoliang: 超量
chaoling: 超龄
chaoqi: 超期、潮起、潮气
chaoqian: 超前
chaoqun: 超群
chaoran: 超然
chaoren: 超人
chaosheng: 超声、超生
chaoshi: 超市、潮湿
chaoshou: 超收、抄收
chaosu: 超速
chaotuo: 超脱
chaoyuan: 超员
chaoyue: 超越
chaozai: 超载
chaozhi: 超支、超值
chaozhong: 超重
chaopiao: 钞票
zhaobai: 朝拜
zhaobei: 朝北
zhaodai: 朝代、招待
zhaodong: 朝东
zhaohou: 朝后
zhaoli: 朝里、照例、着力
zhaonan: 朝南
zhaoni: 朝你
zhaoqi: 朝气
zhaoqian: 朝前
zhaori: 朝日
zhaoshang: 朝上、招商
zhaota: 朝他、朝它、朝她
zhaotian: 朝天
zhaoting: 朝廷、朝庭
zhaowai: 朝外
zhaowo: 朝我
zhaoxi: 朝西、朝夕
zhaoxia: 朝霞、朝下
zhaoxian: 朝鲜
zhaoxiang: 朝向、照相、着想
zhaoyang: 朝阳、照样
zhaoyou: 朝右
zhaozheng: 朝政
zhaozhong: 朝中、着重
zhaozhao: 朝着、照着
zhaozuo: 朝左
zhaohui: 朝晖、召回、照会
chaofeng: 嘲讽
chaonong: 嘲弄
chaoxiao: 嘲笑
chaoju: 潮剧
chaoliu: 潮流
chaoluo: 潮落
chaoshui: 潮水
chaoxi: 潮汐、抄袭
chaoxiang: 潮向
chaoxun: 潮汛
chaoyong: 潮涌
chaoxue: 巢穴
chaodao: 吵到、超导
chaoma: 吵骂
chaonao: 吵闹
chaorang: 吵嚷
chaoxing: 吵醒
chaozui: 吵嘴
chebing: 撤兵
chechu: 撤出、撤除
chediao: 撤掉
chehuan: 撤换
chehui: 撤回
chejun: 撤军
cheli: 撤离
chesu: 撤诉、车速
chetui: 撤退
chexia: 撤下
chexiao: 撤销、撤消
chezhi: 撤职
chezou: 撤走
chedi: 彻底、澈底
chegu: 彻骨
chewu: 彻悟
cheye: 彻夜
chenmin: 臣民
chenguang: 晨光
chenhun: 晨昏
chenlu: 晨露
chenxing: 晨星
chenxi: 晨曦
chenchuan: 沉船
chendian: 沉淀、衬垫
chendiao: 沉掉
chenfu: 沉浮、陈腐
chenji: 沉积、沉寂、趁机、陈迹
chenjiang: 沉降
chenjin: 沉浸
chenjing: 沉井、沉静
chenlun: 沉伦、沉沦
chenmei: 沉没
chenmen: 沉闷
chenmi: 沉迷
chenmo: 沉默
chenni: 沉溺
chenshui: 沉睡
chensi: 沉思
chentong: 沉痛
chenxian: 沉陷
chenxiang: 沉箱
chenzha: 沉渣
chenzhong: 沉重
chenzhao: 沉着、趁着
chenzui: 沉醉
chenmian: 沉湎
chencu: 陈醋
chengui: 陈规
chenjiu: 陈酒、陈旧
chenlie: 陈列
chennian: 陈年
chenniang: 陈酿
chenshe: 陈设
chenshu: 陈述
chenbian: 趁便
chenci: 趁此
chenshi: 趁势
chenta: 趁他
chenzao: 趁早
chenbu: 衬布
chenku: 衬裤
chenli: 衬里
chenshan: 衬衫
chentou: 衬头
chentuo: 衬托
chenyi: 衬衣
chengba: 称霸
chengdao: 称道
chenghao: 称好、称号、乘号
chenghu: 称呼
chengkuai: 称快、成块
chengqi: 称奇、成器
chengsong: 称颂
chengwei: 称为、称谓、成为
chengxin: 称心、诚心、诚信、成心
chengxiong: 称雄、逞凶
chengxu: 称许、程序、乘虚
chengzan: 称赞
chengzhi: 称职、惩治、诚挚
chengzuo: 称作、乘坐、乘座
chengbao: 城堡、呈报、承包
chengbei: 城北、成倍
chengchi: 城池
chengdong: 城东
chengfang: 城防、乘方
chengjian: 城建、成见、承建
chengjiao: 城郊、成交
chengli: 城里、成立
chenglou: 城楼
chengmen: 城门
chengnan: 城南
chengqiang: 城墙、逞强
chengqu: 城区
chengshi: 城市、乘势、程式、诚实、成事、呈示
chengtou: 城头
chengxi: 城西、承袭
chengxia: 城下
chengxiang: 城厢、城乡、成像、丞相
chengzhen: 城镇
chengzhong: 城中
chenghong: 橙红
chenghuang: 橙黄
chengzi: 橙子
chengbai: 成败
chengben: 成本
chengcai: 成材、成才
chengchang: 成长
chengchong: 成虫
chengdu: 成都、程度
chengdui: 成堆、成对、承兑
chengfen: 成分、成份
chengfeng: 成风
chenggong: 成功
chengguo: 成果、乘过
chenghun: 成婚
chenghuo: 成活
chengji: 成绩、乘机、乘积
chengjia: 成家
chengjiu: 成就
chengkuang: 成矿
chengle: 成了
chengming: 成名
chengnian: 成年
chengpi: 成批
chengpian: 成片
chengpin: 成品
chengquan: 成全
chengqun: 成群
chengren: 成人、承认
chengse: 成色
chengshu: 成熟、乘数
chengtao: 成套
chengtian: 成天
chengwen: 成文、呈文
chengxiao: 成效
chengxing: 成型、成形、成性、乘兴、逞性、秤星
chengyao: 成药、撑腰
chengyi: 成衣、诚意、称意
chengyin: 成荫、成因
chengyu: 成语
chengyuan: 成员
chengzai: 成灾、承载
chengdi: 呈递
chengqing: 呈请、澄清
chengshang: 呈上、乘上
chengxian: 呈现、呈献
chengche: 乘车
chengchuan: 乘船
chengfa: 乘法、惩罚
chengjing: 乘警
chengke: 乘客
chengliang: 乘凉
chengzhao: 乘着、诚招
chengkong: 程控
chengban: 惩办、承办
chengchu: 惩处、乘除
chengken: 诚恳
chengpu: 诚朴
chengran: 诚然
chengzheng: 诚征
chengneng: 逞能
chenggan: 秤杆
chenggou: 秤钩
chengpan: 秤盘
chengtuo: 秤砣
chicu: 吃醋
chide: 吃得
chidian: 吃点
chidiao: 吃掉
chifan: 吃饭
chige: 吃个
chiguang: 吃光
chiguo: 吃过
chihe: 吃喝
chijin: 吃紧、吃进、赤金
chijing: 吃惊、赤径、吃劲
chiqia: 吃卡
chiku: 吃苦
chikui: 吃亏
chili: 吃力、斥力
chiliang: 吃粮
chile: 吃了
chiqing: 吃请、痴情
chiqu: 吃去
chishang: 吃上
chisheng: 吃剩
chisu: 吃素
chitou: 吃透
chiwan: 吃完
chixia: 吃下
chixiang: 吃香
chiyao: 吃药
chizhun: 吃准
chizhao: 吃着
chizi: 吃子、池子、尺子、赤子、赤字、斥资
chizui: 吃罪
chidai: 痴呆
chixin: 痴心、赤心
chidao: 持刀、迟到、赤道
chifa: 持法
chijiu: 持久
chiping: 持平
chixu: 持续
chiyou: 持有
chizhong: 持重、池中、吃重
chibi: 池壁
chidi: 池底
chinei: 池内
chishui: 池水、吃水
chitang: 池塘
chidun: 迟钝
chihuan: 迟缓、弛缓
chiwu: 迟误
chiyan: 迟延
chiyi: 迟疑
chizao: 迟早
chizhi: 迟滞
chigu: 耻骨、尺骨
chiru: 耻辱
chixiao: 耻笑
chicun: 尺寸
chidu: 尺度
chima: 尺码
chibei: 赤背
chibo: 赤膊
chicheng: 赤诚、驰骋
chidou: 赤豆
chifeng: 赤峰
chihei: 赤黑
chihong: 赤红
chijiao: 赤脚
chilu: 赤露
chiluo: 赤裸
chise: 赤色
chishen: 赤身
chizu: 赤足
chongchi: 充斥
chongdang: 充当
chongdian: 充电
chongfen: 充分
chonggong: 充公
chonghao: 充好
chongji: 充饥、冲击、冲积、冲剂
chongjun: 充军
chongman: 充满
chongpei: 充沛
chongqi: 充气
chongren: 充任
chongsai: 充塞
chongshi: 充实
chongshu: 充数
chongtian: 充填、冲天
chongxie: 充血
chongyao: 充要、冲要
chongyi: 充溢
chongying: 充盈
chongyu: 充裕
chongzu: 充足
chongcha: 冲茶
chongcheng: 冲程
chongchong: 冲冲
chongchu: 冲出
chongci: 冲刺
chongdan: 冲淡
chongdao: 冲倒、冲到
chongdi: 冲抵
chongdiao: 冲掉
chongdong: 冲动
chongfan: 冲犯
chongfeng: 冲锋
chongfu: 冲服
chongguo: 冲过
chonghui: 冲毁
chongjin: 冲进
chongjue: 冲决
chongkua: 冲垮
chonglang: 冲浪
chongli: 冲力
chongliang: 冲凉
chongle: 冲了
chongmo: 冲模
chongpo: 冲破
chongqu: 冲去
chongru: 冲入
chongsan: 冲散
chongsha: 冲杀
chongshua: 冲刷
chongta: 冲塌
chongtu: 冲突
chongxi: 冲喜、冲洗
chongxia: 冲下
chongxian: 冲线
chongxiang: 冲向
chongxiao: 冲销
chongya: 冲压
chongzai: 冲在、虫灾
chongzhuang: 冲撞
chongzhao: 冲着
chongzou: 冲走
chonghai: 虫害
chongluan: 虫卵
chongqing: 虫情
chongzi: 虫子、茧子
chongbai: 崇拜
chonggao: 崇高
chongjing: 崇敬、憧憬
chongshang: 崇尚
chongyang: 崇仰、崇洋
chongai: 宠爱
chonger: 宠儿
chongwu: 宠物
chongxin: 宠信
chongxing: 宠幸
chongyong: 宠用
choucha: 抽查
choucheng: 抽成
chouchu: 抽出、抽搐、踌躇、愁楚
chouda: 抽打、酬答
choudiao: 抽掉、抽调
choufeng: 抽风
chougan: 抽干
choujian: 抽检、筹建、瞅见
choujiang: 抽奖
choujin: 抽筋、酬金
choukong: 抽空
choupai: 抽牌
chouqi: 抽气、抽泣、臭气
chouqian: 抽签
chouqu: 抽取、抽去
chousha: 抽纱、仇杀
choushen: 抽身
choushui: 抽水
chousi: 抽丝、愁思
chouti: 抽屉
choutou: 抽头
chouxiang: 抽象
chouyan: 抽烟、抽咽
chouyang: 抽样、臭氧
chouzhao: 抽着、瞅着
chouzi: 抽资、筹资
chouzou: 抽走
choumi: 稠密
chouchang: 愁肠、惆怅
chouhuai: 愁怀
chouku: 愁苦
choumei: 愁眉、臭美
choumen: 愁闷
chourong: 愁容
chouxu: 愁绪
chouyun: 愁云
chouban: 筹办
choubei: 筹备
choucuo: 筹措
chouhua: 筹划、丑化
chouji: 筹集
choujie: 筹借
choukuan: 筹款
chouma: 筹码、臭骂
choumou: 筹谋
chousuan: 筹算
chouchong: 臭虫
choudan: 臭蛋
chouyou: 臭鼬
chuban: 初版、出版
chubu: 初步
chuchao: 初潮
chuchu: 初出、出处、处处
chuchuang: 初创、橱窗
chuchun: 初春
chuci: 初次
chudao: 初到
chudeng: 初等
chudong: 初冬、出动、出洞、触动
chuer: 初二
chufan: 初犯、触犯
chugao: 初稿
chuhun: 初婚
chuji: 初级、出击、触及
chujian: 初见
chujiao: 初交、触礁、触角
chuju: 初具、出局、出具、楚剧
chukui: 初亏
chulian: 初恋
chulu: 初露、出炉、出路
chunian: 初年
chuping: 初评
chuqi: 初期、出奇、出气
chuqiu: 初秋
chusai: 初赛
chusan: 初三
chushen: 初审、出身、出神
